DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
230513602,09/16/2023 12:00:00 AM,09/16/2023 12:00:00 AM,2340,5,Harbor,589,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 2002 1206 0416,0,X,X,109,PARK/PLAYGROUND,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,,,,SHEPARD                      ST,PACIFIC,33.7167,-118.2842
230510933,07/10/2023 12:00:00 AM,07/10/2023 12:00:00 AM,1220,5,Harbor,521,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510.0,,,,400    WESTMONT                     DR,,33.7646,-118.287
230911806,07/15/2023 12:00:00 AM,07/14/2023 12:00:00 AM,2300,9,Van Nuys,926,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0446,25,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,13900    VANOWEN                      ST,,34.1939,-118.4356
230805284,01/31/2023 12:00:00 AM,01/30/2023 12:00:00 AM,2140,8,West LA,859,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1822,33,M,H,101,STREET,,,IC,Invest Cont,331.0,,,,8600    CASHIO                       ST,,34.0512,-118.3788
231109848,06/06/2023 12:00:00 AM,06/06/2023 12:00:00 AM,1215,11,Northeast,1126,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0421,18,M,H,501,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,1300 N  AVE 55,,34.1197,-118.1982
232014757,08/30/2023 12:00:00 AM,08/30/2023 12:00:00 AM,45,20,Olympic,2056,1,210,ROBBERY,1402 1822 0342 0330 1309 0416 0344 1313 0354,60,M,A,301,GAS STATION,113.0,SIMULATED GUN,IC,Invest Cont,210.0,998.0,,,2500 W  PICO                         BL,,34.0509,-118.2937
231509538,05/10/2023 12:00:00 AM,05/02/2023 12:00:00 AM,1200,15,N Hollywood,1557,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443,46,M,W,402,MARKET,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,10900    MAGNOLIA                     BL,,34.1649,-118.3682
231110017,06/11/2023 12:00:00 AM,06/11/2023 12:00:00 AM,1236,11,Northeast,1128,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,M,H,405,CLOTHING STORE,,,IC,Invest Cont,442.0,,,,6200    YORK                         BL,,34.1155,-118.1843
231316445,08/30/2023 12:00:00 AM,08/30/2023 12:00:00 AM,720,13,Newton,1373,2,624,BATTERY - SIMPLE ASSAULT,0446,61,F,H,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,CENTRAL                      AV,SLAUSON                      AV,33.9925,-118.2608
231217101,08/06/2023 12:00:00 AM,08/05/2023 12:00:00 AM,1500,12,77th Street,1283,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510.0,,,,CIMARRON                     ST,HAAS                         AV,33.9465,-118.3168
232112180,07/26/2023 12:00:00 AM,07/16/2023 12:00:00 AM,1600,21,Topanga,2143,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 0352,0,M,W,404,DEPARTMENT STORE,,,IC,Invest Cont,343.0,,,,6700    FALLBROOK                    AV,,34.1883,-118.6274
231405506,01/31/2023 12:00:00 AM,01/31/2023 12:00:00 AM,1445,14,Pacific,1435,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300,28,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331.0,,,,3700    MOUNTAIN VIEW                AV,,34.0079,-118.4319
231208209,03/10/2023 12:00:00 AM,03/09/2023 12:00:00 AM,2200,12,77th Street,1253,1,310,BURGLARY,0344 1607 0321,27,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,2000 W  78TH                         ST,,33.9691,-118.3134
231904676,01/17/2023 12:00:00 AM,01/17/2023 12:00:00 AM,1645,19,Mission,1985,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,402,MARKET,,,IC,Invest Cont,442.0,,,,14600    PARTHENIA                    ST,,34.2271,-118.4503
230112569,05/18/2023 12:00:00 AM,05/15/2023 12:00:00 AM,2200,1,Central,156,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2034 2000 0913 1814 0416 0400 0419 0429,28,F,B,517,MISSIONS/SHELTERS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,500 S  SAN PEDRO                    ST,,34.0437,-118.2455
232109222,05/16/2023 12:00:00 AM,05/16/2023 12:00:00 AM,1500,21,Topanga,2105,2,900,VIOLATION OF COURT ORDER,2038,0,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,900.0,,,,21500    SCHOENBORN                   ST,,34.2209,-118.5989
230808839,04/07/2023 12:00:00 AM,04/04/2023 12:00:00 AM,1830,8,West LA,884,2,354,THEFT OF IDENTITY,0100 0922 0930,39,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,2500    KELTON                       AV,,34.0386,-118.4297
231200667,06/19/2023 12:00:00 AM,06/19/2023 12:00:00 AM,1200,12,77th Street,1251,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0605 0302 1300 0342 1402,44,M,B,101,STREET,102.0,HAND GUN,IC,Invest Cont,230.0,,,,3400 W  FLORENCE                     AV,,33.9745,-118.3309
230708634,04/19/2023 12:00:00 AM,04/19/2023 12:00:00 AM,205,7,Wilshire,759,1,648,ARSON,1402 0447 0329 1202,69,F,W,501,SINGLE FAMILY DWELLING,506.0,FIRE,AA,Adult Arrest,648.0,998.0,,,1100    WESTCHESTER                  PL,,34.0506,-118.3174
231611799,09/02/2023 12:00:00 AM,09/02/2023 12:00:00 AM,800,16,Foothill,1657,2,354,THEFT OF IDENTITY,1822,20,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,10200    SAMOA                        AV,,34.2544,-118.2873
232111644,07/15/2023 12:00:00 AM,07/15/2023 12:00:00 AM,815,21,Topanga,2107,1,761,BRANDISH WEAPON,0913 2027 0334 0603 0361,23,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",207.0,OTHER KNIFE,IC,Invest Cont,761.0,,,,21100    PARTHENIA                    ST,,34.2282,-118.5933
231711408,06/14/2023 12:00:00 AM,06/13/2023 12:00:00 AM,300,17,Devonshire,1751,1,121,"RAPE, FORCIBLE",1817 2060 0416 0527 0537 2004 1218 1402 1409 1415,37,F,H,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121.0,998.0,,,10000    OLD DEPOT PLAZA              RD,,34.25,-118.599
232013460,07/25/2023 12:00:00 AM,07/25/2023 12:00:00 AM,900,20,Olympic,2033,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 1265 0394,20,F,W,145,MAIL BOX,,,IC,Invest Cont,440.0,,,,800 S  HOBART                       BL,,34.0577,-118.3053
231509883,05/18/2023 12:00:00 AM,05/15/2023 12:00:00 AM,2000,15,N Hollywood,1515,1,480,BIKE - STOLEN,0344 1822,35,M,W,119,"PORCH, RESIDENTIAL",,,IC,Invest Cont,480.0,,,,11700    VANOWEN                      ST,,34.1939,-118.3878
231512697,07/23/2023 12:00:00 AM,06/27/2023 12:00:00 AM,700,15,N Hollywood,1599,2,354,THEFT OF IDENTITY,0377,58,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,10900    ALTA VIEW                    DR,,34.1321,-118.3685
230215552,08/16/2023 12:00:00 AM,08/16/2023 12:00:00 AM,850,2,Rampart,246,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0906 0910 0421 0411,45,M,H,904,MTA - RED LINE - WESTLAKE/MACARTHUR PARK,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230.0,,,,600 S  ALVARADO                     ST,,34.0595,-118.2749
232004336,01/08/2023 12:00:00 AM,01/08/2023 12:00:00 AM,1510,20,Olympic,2069,2,624,BATTERY - SIMPLE ASSAULT,0416 1252 0329 0446 1822,56,F,H,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1000 S  HOOVER                       ST,,34.0499,-118.2879
230710064,05/25/2023 12:00:00 AM,05/24/2023 12:00:00 AM,1917,7,Wilshire,719,2,940,EXTORTION,0422,43,F,A,203,OTHER BUSINESS,,,IC,Invest Cont,940.0,,,,5800    MELROSE                      AV,,34.0835,-118.3266
231605631,02/20/2023 12:00:00 AM,02/17/2023 12:00:00 AM,330,16,Foothill,1664,1,310,BURGLARY,0344,40,F,H,221,PUBLIC STORAGE,,,IC,Invest Cont,310.0,,,,11800    SHELDON                      ST,,34.2418,-118.3902
231308631,04/02/2023 12:00:00 AM,04/02/2023 12:00:00 AM,417,13,Newton,1393,2,354,THEFT OF IDENTITY,0930 1822,24,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,6900 S  MAIN                         ST,,33.9786,-118.2761
230707987,04/02/2023 12:00:00 AM,04/01/2023 12:00:00 AM,1700,7,Wilshire,724,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1202 0344,88,F,W,252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",,,IC,Invest Cont,341.0,,,,6300 W  3RD                          ST,,34.0735,-118.3571
231411968,06/06/2023 12:00:00 AM,06/06/2023 12:00:00 AM,1400,14,Pacific,1494,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1309,0,X,X,212,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,440.0,,,,600    WORLD WAY,,33.9429,-118.403
230308363,03/26/2023 12:00:00 AM,03/26/2023 12:00:00 AM,1215,3,Southwest,361,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 1816 0450 0913 1100 1276 1300 1814 2000 2033,30,F,B,101,STREET,103.0,RIFLE,AO,Adult Other,230.0,,,,3900    GIBRALTAR                    AV,,34.0161,-118.3547
230911178,06/28/2023 12:00:00 AM,06/27/2023 12:00:00 AM,1730,9,Van Nuys,991,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822,42,F,V,101,STREET,,,IC,Invest Cont,331.0,,,,4000    KNOBHILL                     DR,,34.1423,-118.4485
230905590,02/11/2023 12:00:00 AM,02/09/2023 12:00:00 AM,1200,9,Van Nuys,998,1,310,BURGLARY,0344 1267 1275,31,M,W,118,CONSTRUCTION SITE,,,IC,Invest Cont,310.0,,,,3800    DIXIE CANYON                 AV,,34.1379,-118.4226
230809393,05/09/2023 12:00:00 AM,02/28/2023 12:00:00 AM,1304,8,West LA,836,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,34,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,1800    MANNING                      AV,,34.0525,-118.4311
232112592,08/07/2023 12:00:00 AM,08/04/2023 12:00:00 AM,1200,21,Topanga,2177,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420.0,,,,21200    BURBANK                      BL,,34.1733,-118.594
231406220,01/25/2023 12:00:00 AM,01/24/2023 12:00:00 AM,2300,14,Pacific,1427,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300,27,M,W,101,STREET,,,IC,Invest Cont,331.0,,,,3100 S  SEPULVEDA                    BL,,34.0265,-118.428
230708798,04/22/2023 12:00:00 AM,04/22/2023 12:00:00 AM,1440,7,Wilshire,774,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,29,F,B,505,MOTEL,,,IC,Invest Cont,745.0,,,,1700 S  LA BREA                      AV,,34.0442,-118.346
230609620,05/10/2023 12:00:00 AM,05/10/2023 12:00:00 AM,1120,6,Hollywood,665,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0337 1402 1822 1300 0329 2004,41,M,B,108,PARKING LOT,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,740.0,998.0,,,LAS PALMAS,SANTA MONICA                 BL,34.0907,-118.3363
231416665,09/03/2023 12:00:00 AM,08/11/2023 12:00:00 AM,330,14,Pacific,1467,1,310,BURGLARY,1607 0344,38,M,W,707,GARAGE/CARPORT,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,,,,5800 W  75TH                         ST,,33.9725,-118.3827
231304293,01/04/2023 12:00:00 AM,01/04/2023 12:00:00 AM,1300,13,Newton,1321,2,624,BATTERY - SIMPLE ASSAULT,0913 0444 0408 1251 0400 1810,20,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,300 W  ADAMS                        BL,,34.0289,-118.2686
230906654,03/08/2023 12:00:00 AM,03/06/2023 12:00:00 AM,1715,9,Van Nuys,941,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,5700 N  SEPULVEDA                    BL,,34.174,-118.4661
231606806,03/31/2023 12:00:00 AM,03/27/2023 12:00:00 AM,930,16,Foothill,1664,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329,62,M,O,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,9600    GLENOAKS                     BL,,34.2429,-118.3887
230910973,06/23/2023 12:00:00 AM,05/16/2023 12:00:00 AM,1227,9,Van Nuys,963,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,0,,,203,OTHER BUSINESS,,,AA,Adult Arrest,668.0,,,,5000    VAN NUYS                     BL,,34.1612,-118.4487
231210578,04/22/2023 12:00:00 AM,04/22/2023 12:00:00 AM,955,12,77th Street,1249,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1402 1407 1419 1202 2021 2000 0913 1813 0444 0429,67,F,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,998.0,,,400 W  67TH                         ST,,33.979,-118.2814
231514612,09/06/2023 12:00:00 AM,08/28/2023 12:00:00 AM,935,15,N Hollywood,1535,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",,28,F,H,710,OTHER PREMISE,,,IC,Invest Cont,956.0,,,,5800    TUJUNGA                      AV,,34.1758,-118.3834
232110680,06/20/2023 12:00:00 AM,06/12/2023 12:00:00 AM,1800,21,Topanga,2159,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,0,,,104,DRIVEWAY,,,IC,Invest Cont,341.0,,,,19700    FRIAR                        ST,,34.1857,-118.5622
230609414,05/04/2023 12:00:00 AM,05/03/2023 12:00:00 AM,1800,6,Hollywood,663,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 1601 0344 0354 1606,28,M,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,420.0,,,,1200 N  SYCAMORE                     AV,,34.0926,-118.3428
230409998,07/03/2023 12:00:00 AM,06/30/2023 12:00:00 AM,2300,4,Hollenbeck,499,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300 1307,25,F,H,101,STREET,,,IC,Invest Cont,745.0,,,,3500    GARNET                       ST,,34.022,-118.2015
230211494,05/30/2023 12:00:00 AM,05/23/2023 12:00:00 AM,1700,2,Rampart,269,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394,25,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,700 S  BIXEL                        ST,,34.0509,-118.2642
232114008,09/10/2023 12:00:00 AM,09/05/2023 12:00:00 AM,1545,21,Topanga,2146,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394,44,F,O,145,MAIL BOX,,,IC,Invest Cont,440.0,,,,7000    VASSAR                       AV,,34.1974,-118.6044
230714095,09/02/2023 12:00:00 AM,09/02/2023 12:00:00 AM,1135,7,Wilshire,777,2,624,BATTERY - SIMPLE ASSAULT,0913 0562 0419 0416 0446,76,F,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1600    WELLINGTON                   RD,,34.0452,-118.3308
230611310,06/17/2023 12:00:00 AM,06/17/2023 12:00:00 AM,1800,6,Hollywood,646,1,330,BURGLARY FROM VEHICLE,1822 1300 1307 1601 1609 0329 0344,41,M,H,101,STREET,,,IC,Invest Cont,330.0,,,,6600 W  SUNSET                       BL,,34.098,-118.3332
230112348,05/15/2023 12:00:00 AM,05/14/2023 12:00:00 AM,1530,1,Central,166,1,510,VEHICLE - STOLEN,,0,,,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,510.0,,,,400 E  7TH                          ST,,34.0421,-118.2469
231311509,05/30/2023 12:00:00 AM,05/27/2023 12:00:00 AM,1200,13,Newton,1363,2,900,VIOLATION OF COURT ORDER,0603 0913 2038,43,F,H,501,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,900.0,,,,1000 E  49TH                         PL,,33.9985,-118.2582
231812881,07/03/2023 12:00:00 AM,07/03/2023 12:00:00 AM,2122,18,Southeast,1832,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0302 0432 0913 0334 0421,36,M,B,501,SINGLE FAMILY DWELLING,106.0,UNKNOWN FIREARM,IC,Invest Cont,230.0,,,,400 W  106TH                        ST,,33.9401,-118.2805
231112564,08/23/2023 12:00:00 AM,08/20/2023 12:00:00 AM,1400,11,Northeast,1123,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,27,M,O,104,DRIVEWAY,,,IC,Invest Cont,440.0,,,,3200    LOS FELIZ                    BL,,34.1207,-118.2641
231704547,01/12/2023 12:00:00 AM,01/12/2023 12:00:00 AM,1500,17,Devonshire,1701,2,900,VIOLATION OF COURT ORDER,0913 2021 0554 0555 0602 2038,56,M,W,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,900.0,,,,20200    VIA MEDICI,,34.2942,-118.5735
230813794,08/27/2023 12:00:00 AM,08/26/2023 12:00:00 AM,1945,8,West LA,849,1,310,BURGLARY,1607 0344,28,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,1000 S  SHENANDOAH                   ST,,34.0594,-118.3814
232010269,05/16/2023 12:00:00 AM,05/14/2023 12:00:00 AM,1115,20,Olympic,2062,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344 1822,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442.0,,,,3100 W  PICO                         BL,,34.0506,-118.3127
230609837,05/15/2023 12:00:00 AM,05/15/2023 12:00:00 AM,130,6,Hollywood,649,2,624,BATTERY - SIMPLE ASSAULT,0446 0913 1802 0400 0416,40,M,A,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,5300 W  SUNSET                       BL,,34.0999,-118.3038
231006908,03/17/2023 12:00:00 AM,03/17/2023 12:00:00 AM,1820,10,West Valley,1045,1,310,BURGLARY,0344 1822 0216 0206 0358 0321 1609 0329 0389,45,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,5700    ZELZAH                       AV,,34.1739,-118.5219
231404469,01/07/2023 12:00:00 AM,01/07/2023 12:00:00 AM,1735,14,Pacific,1409,2,624,BATTERY - SIMPLE ASSAULT,0416 2004,27,F,W,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,VENICE,ROBERTSON,34.0282,-118.3903
231815783,09/01/2023 12:00:00 AM,09/01/2023 12:00:00 AM,1315,18,Southeast,1802,1,761,BRANDISH WEAPON,2000 0913 1814 0334 0432,42,F,H,501,SINGLE FAMILY DWELLING,308.0,STICK,IC,Invest Cont,761.0,,,,100 E  87TH                         PL,,33.9581,-118.2739
232004599,01/17/2023 12:00:00 AM,01/13/2023 12:00:00 AM,100,20,Olympic,2023,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510.0,,,,300 S  ARDMORE                      AV,,34.069,-118.3016
230800957,09/17/2023 12:00:00 AM,09/17/2023 12:00:00 AM,1145,8,West LA,828,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1402 0907 2004 0325,0,M,O,101,STREET,,,IC,Invest Cont,442.0,998.0,,,LINDBROOK                    AV,GLENDON                      AV,34.0599,-118.4435
231804442,01/07/2023 12:00:00 AM,01/04/2023 12:00:00 AM,512,18,Southeast,1842,2,354,THEFT OF IDENTITY,1202 1822 0930,67,F,I,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,400 W  109TH                        PL,,33.9365,-118.2807
231215396,07/07/2023 12:00:00 AM,07/07/2023 12:00:00 AM,2000,12,77th Street,1267,2,624,BATTERY - SIMPLE ASSAULT,1218 1822,51,F,W,102,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,,,,85TH                         ST,HOOVER                       ST,33.9611,-118.2871
230908492,04/22/2023 12:00:00 AM,04/22/2023 12:00:00 AM,1122,9,Van Nuys,915,2,624,BATTERY - SIMPLE ASSAULT,2004 0446 0416,29,M,H,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,7100    VAN NUYS                     BL,,34.1976,-118.4443
230704853,01/20/2023 12:00:00 AM,01/20/2023 12:00:00 AM,1012,7,Wilshire,702,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 2004 0417 0416 0446 1822 1402,55,M,W,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230.0,998.0,,,7300    MELROSE                      AV,,34.0836,-118.3487
230209561,04/18/2023 12:00:00 AM,04/17/2023 12:00:00 AM,2200,2,Rampart,245,1,330,BURGLARY FROM VEHICLE,0377 0344 1300 1822 1609 1307 0329,28,F,H,108,PARKING LOT,,,IC,Invest Cont,330.0,,,,500 S  CORONADO                     ST,,34.0632,-118.2796
230409693,06/24/2023 12:00:00 AM,06/24/2023 12:00:00 AM,1135,4,Hollenbeck,429,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0377,28,F,H,504,OTHER RESIDENCE,,,IC,Invest Cont,440.0,,,,5300 E  HUNTINGTON                   DR,,34.0899,-118.1664
231009032,05/11/2023 12:00:00 AM,05/11/2023 12:00:00 AM,2300,10,West Valley,1024,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1413 0400 0448 1414,37,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,6800    BAIRD                        AV,,34.1939,-118.5373
231909765,05/25/2023 12:00:00 AM,05/25/2023 12:00:00 AM,1920,19,Mission,1981,2,624,BATTERY - SIMPLE ASSAULT,0416,29,M,H,707,GARAGE/CARPORT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,15400    RAYEN                        ST,,34.2319,-118.4677
230117873,08/14/2023 12:00:00 AM,08/12/2023 12:00:00 AM,2000,1,Central,111,1,350,"THEFT, PERSON",0344 0910 2049 1822,22,M,O,805,RETIRED (DUPLICATE) DO NOT USE THIS CODE,,,IC,Invest Cont,350.0,,,,CESAR E CHAVEZ,FIGUEROA,34.0627,-118.2463
231605557,02/17/2023 12:00:00 AM,02/17/2023 12:00:00 AM,2325,16,Foothill,1663,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 0416 0400 0446 1402 2000,27,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,998.0,,,9100    KEWEN                        AV,,34.2356,-118.3988
230905199,02/02/2023 12:00:00 AM,02/02/2023 12:00:00 AM,1130,9,Van Nuys,971,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,510.0,,,,15300    VENTURA                      BL,,34.1564,-118.463
230511338,07/21/2023 12:00:00 AM,07/21/2023 12:00:00 AM,1330,5,Harbor,525,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 0411 1814 1402 1206 0421,49,M,W,501,SINGLE FAMILY DWELLING,205.0,KITCHEN KNIFE,AO,Adult Other,236.0,998.0,,,500 N  NEPTUNE                      AV,,33.7753,-118.2686
231010295,06/13/2023 12:00:00 AM,06/13/2023 12:00:00 AM,2136,10,West Valley,1083,1,310,BURGLARY,1822 1606 1420 0216 0206,43,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,19200    BERCLAIR                     LN,,34.1504,-118.5533
231805074,01/21/2023 12:00:00 AM,01/21/2023 12:00:00 AM,1200,18,Southeast,1838,1,210,ROBBERY,1822 0342 0344 0416 0417,37,M,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,110TH                        ST,ANZAC,33.9399,-118.2362
232012253,06/29/2023 12:00:00 AM,06/29/2023 12:00:00 AM,521,20,Olympic,2004,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,43,F,L,108,PARKING LOT,,,IC,Invest Cont,740.0,,,,500 N  SERRANO                      AV,,34.0799,-118.3069
231805542,01/31/2023 12:00:00 AM,01/29/2023 12:00:00 AM,1830,18,Southeast,1844,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 1300 0216,54,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,10800    AVALON                       BL,,33.9383,-118.2652
231510088,05/23/2023 12:00:00 AM,05/22/2023 12:00:00 AM,1800,15,N Hollywood,1543,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510.0,,,,12200    CHANDLER                     BL,,34.1687,-118.399
231910034,06/02/2023 12:00:00 AM,06/01/2023 12:00:00 AM,900,19,Mission,1952,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420.0,,,,15400    MAYALL                       ST,,34.2536,-118.4675
